id_pedido;cliente;restaurante;categoria;data_pedido;valor_pedido;taxa_entrega;desconto;quantidade_itens;forma_pagamento;status;cidade
1452;Cliente_1281;   - Tropical;Brasileira;08/10/2024;75.81;12.61;;2;Cartão Crédito;Em preparo;Salvador
1453;Cliente_968;Churrasco Grill;Hamburguer;02-18-2024;71.32;4.28;5.0;1;Pix;Em preparo;Salvador
1454;Cliente_1506;Sushi Express;Brasileira;15/09/2024;129.92;12.43;10.0;2;Cartao Debito;Em preparo;São Paulo
1455;Cliente_1779;   - Tropical;Açai;09-13-2024;67.15;10.23;;1;Pix;Em preparo;Belo Horizonte
1456;Cliente_600;   - Tropical;Açai;11/07/2024;149.31;7.14;10.0;3;Cartão Crédito;Saiu para entrega;Curitiba
1457;Cliente_187;Tempero Caseiro;Pizza;04/03/2024;132.37;7.72;10.0;1;Dinheiro;Entregue;São Paulo
1458;Cliente_959;Pastel & Cia;Hamburguer;19/01/2024;130.76;4.4;10.0;1;Dinheiro;Cancelado;Salvador
1459;Cliente_2892;Tempero Caseiro;Churrasco;22/08/2024;42.18;5.29;0.0;3;Dinheiro;Entregue;Curitiba
1460;Cliente_903;Tempero Caseiro;Salgados;14/07/2024;134.74;8.18;;1;Cartao Debito;Saiu para entrega;Belo Horizonte
1461;Cliente_1842;Tempero Caseiro;Hamburguer;01-14-2024;118.3;6.53;10.0;3;Cartao Debito;Entregue;São Paulo
1462;Cliente_459;Tempero Caseiro;Japonesa;05-26-2024;139.42;3.27;10.0;1;pix;Saiu para entrega;São Paulo
1463;Cliente_520;   - Tropical;Churrasco;05/02/2024;62.48;6.61;;3;Cartao Debito;Entregue;Rio de Janeiro
1464;Cliente_1695;Sushi Express;Japonesa;27/01/2024;45.35;12.0;10.0;3;Pix;Entregue;Salvador
1465;Cliente_1071;Tempero Caseiro;Pizza;09/12/2024;53.09;5.06;0.0;2;Cartao Debito;Cancelado;Curitiba
1466;Cliente_2371;Pastel & Cia;Salgados;16/10/2024;147.29;6.21;5.0;2;Cartao Debito;Cancelado;Curitiba
1467;Cliente_1948;   - Tropical;Salgados;14/12/2024;119.61;8.44;5.0;2;Cartao Debito;Entregue;Rio de Janeiro
1468;Cliente_2788;Burger House;Brasileira;11/04/2024;63.75;4.23;5.0;3;Pix;Saiu para entrega;Salvador
1469;Cliente_718;Pastel & Cia;Churrasco;17/01/2024;20.11;14.76;0.0;4;pix;Em preparo;Belo Horizonte
1470;Cliente_2166;Sushi Express;Italiana;12/06/2024;134.99;12.58;;3;Dinheiro;Em preparo;Rio de Janeiro
1471;Cliente_2361;Pizza_Mania;Italiana;25/12/2024;60.92;3.88;10.0;3;Cartão Crédito;Cancelado;São Paulo
1472;Cliente_1863;Sushi Express;Italiana;24/08/2024;133.93;5.84;0.0;3;pix;Em preparo;Salvador
1473;Cliente_2513;   - Tropical;Japonesa;09/01/2024;78.12;12.69;5.0;2;Cartao Debito;Em preparo;Belo Horizonte
1474;Cliente_2663;Sushi Express;Japonesa;18/12/2024;60.59;13.74;5.0;3;Dinheiro;Saiu para entrega;Belo Horizonte
1475;Cliente_2328;Pizza_Mania;Pizza;02-15-2024;52.22;12.99;0.0;3;Dinheiro;Saiu para entrega;Rio de Janeiro
1476;Cliente_855;Burger House;Churrasco;30/04/2024;72.14;7.08;5.0;3;pix;Em preparo;São Paulo
1477;Cliente_300;Pastel & Cia;Japonesa;02/05/2024;84.61;11.83;10.0;3;pix;Em preparo;São Paulo
1478;Cliente_2852;Pastel & Cia;Hamburguer;20/04/2024;64.93;7.28;10.0;4;Dinheiro;Saiu para entrega;São Paulo
1479;Cliente_2866;Tempero Caseiro;Hamburguer;13/08/2024;147.16;3.1;0.0;2;Pix;Em preparo;Belo Horizonte
1480;Cliente_2308;Tempero Caseiro;Italiana;07/07/2024;31.42;13.55;0.0;3;Cartão Crédito;Em preparo;São Paulo
1481;Cliente_1127;Churrasco Grill;Pizza;24/07/2024;65.41;10.51;;3;Dinheiro;Em preparo;Curitiba
1482;Cliente_1171;Cantina Italiana;Pizza;09/01/2024;98.76;3.08;10.0;2;pix;Entregue;Curitiba
1483;Cliente_966;Tempero Caseiro;Brasileira;05/11/2024;63.55;11.86;10.0;2;Dinheiro;Saiu para entrega;Salvador
1484;Cliente_127;Churrasco Grill;Italiana;19/05/2024;82.97;5.53;5.0;1;Cartao Debito;Saiu para entrega;Belo Horizonte
1485;Cliente_2775;Pastel & Cia;Açai;22/08/2024;98.78;4.25;5.0;3;pix;Em preparo;Rio de Janeiro
1486;Cliente_984;Churrasco Grill;Churrasco;09/06/2024;141.22;7.07;0.0;2;pix;Saiu para entrega;Salvador
1487;Cliente_796;Cantina Italiana;Japonesa;06-19-2024;87.64;8.81;5.0;3;Pix;Cancelado;São Paulo
1488;Cliente_493;   - Tropical;Salgados;01-16-2024;72.29;13.19;0.0;1;pix;Cancelado;Salvador
1489;Cliente_2398;   - Tropical;Pizza;08/12/2024;73.38;6.08;0.0;4;Cartao Debito;Cancelado;Curitiba
1490;Cliente_1482;Pizza_Mania;Italiana;07/03/2024;109.3;4.23;10.0;2;Cartao Debito;Saiu para entrega;São Paulo
1491;Cliente_1962;Cantina Italiana;Hamburguer;07/08/2024;143.95;13.35;0.0;4;pix;Cancelado;Salvador
1492;Cliente_2793;Burger House;Italiana;15/08/2024;146.71;12.2;;4;Cartão Crédito;Saiu para entrega;Salvador
1493;Cliente_1522;Churrasco Grill;Brasileira;06/08/2024;54.89;4.73;0.0;1;Pix;Em preparo;Belo Horizonte
1494;Cliente_2097;Burger House;Churrasco;07-23-2024;127.18;11.71;5.0;1;Dinheiro;Entregue;Curitiba
1495;Cliente_161;   - Tropical;Açai;26/02/2024;36.09;12.82;5.0;3;Cartão Crédito;Entregue;Belo Horizonte
1496;Cliente_2780;Pizza_Mania;A@a�;04-13-2024;145.95;13.93;10.0;2;Pix;Cancelado;Rio de Janeiro
1497;Cliente_2954;Tempero Caseiro;Salgados;02/08/2024;97.01;8.36;10.0;3;Dinheiro;Em preparo;Rio de Janeiro
1498;Cliente_2462;   - Tropical;Brasileira;29/06/2024;65.96;13.69;5.0;1;Cartao Debito;Cancelado;Curitiba
1499;Cliente_1130;   - Tropical;Hamburguer;02-24-2024;88.91;8.52;10.0;3;Dinheiro;Em preparo;Belo Horizonte
1500;Cliente_2381;Pastel & Cia;Hamburguer;12-21-2024;133.51;13.04;10.0;1;Dinheiro;Cancelado;São Paulo
1501;Cliente_94;Churrasco Grill;Churrasco;03-18-2024;76.73;6.2;;2;Dinheiro;Entregue;São Paulo
1502;Cliente_1644;Tempero Caseiro;Churrasco;04/04/2024;58.93;10.34;5.0;2;Cartao Debito;Em preparo;Belo Horizonte
1503;Cliente_1262;Churrasco Grill;Italiana;09/06/2024;140.63;10.71;5.0;3;pix;Em preparo;Curitiba
1504;Cliente_2565;Tempero Caseiro;Japonesa;18/08/2024;81.53;7.77;5.0;2;pix;Entregue;Salvador
1505;Cliente_2570;Cantina Italiana;Churrasco;08/04/2024;42.14;3.26;0.0;2;Cartao Debito;Em preparo;Belo Horizonte
1506;Cliente_601;   - Tropical;Pizza;05-19-2024;108.42;4.87;;2;pix;Em preparo;Belo Horizonte
1507;Cliente_1033;Churrasco Grill;Pizza;14/05/2024;117.1;11.21;;3;pix;Cancelado;São Paulo
1508;Cliente_2802;Churrasco Grill;Hamburguer;04-18-2024;114.66;13.01;;4;Cartão Crédito;Cancelado;Salvador
1509;Cliente_351;   - Tropical;Japonesa;21/04/2024;21.47;4.5;;3;Cartao Debito;Em preparo;Curitiba
1510;Cliente_1846;Sushi Express;Italiana;10-26-2024;67.62;11.35;;3;Dinheiro;Cancelado;Belo Horizonte
1511;Cliente_1581;Burger House;Hamburguer;04/07/2024;72.2;12.61;;1;Cartao Debito;Em preparo;Rio de Janeiro
1512;Cliente_2904;Pastel & Cia;Pizza;03/04/2024;65.23;8.4;10.0;2;Cartao Debito;Em preparo;Rio de Janeiro
1513;Cliente_2478;Tempero Caseiro;Hamburguer;26/11/2024;83.23;13.15;10.0;2;Dinheiro;Cancelado;Belo Horizonte
1514;Cliente_1818;Pastel & Cia;Pizza;23/10/2024;67.76;13.12;10.0;3;Dinheiro;Em preparo;Salvador
1515;Cliente_467;Pastel & Cia;Japonesa;13/01/2024;133.96;10.24;;2;Pix;Cancelado;São Paulo
1516;Cliente_382;   - Tropical;Salgados;04/08/2024;97.24;5.47;0.0;3;Pix;Saiu para entrega;Belo Horizonte
1517;Cliente_471;Cantina Italiana;Hamburguer;08-26-2024;68.87;8.53;0.0;2;pix;Cancelado;São Paulo
1518;Cliente_1956;   - Tropical;Açai;12/05/2024;22.9;8.94;;3;Cartão Crédito;Em preparo;Rio de Janeiro
1519;Cliente_2645;Pastel & Cia;Hamburguer;23/12/2024;116.87;8.97;;2;Cartão Crédito;Entregue;Salvador
1520;Cliente_2799;Pastel & Cia;Italiana;17/12/2024;86.19;8.72;0.0;3;Cartao Debito;Entregue;Salvador
1521;Cliente_116;Churrasco Grill;Salgados;20/03/2024;32.73;6.02;10.0;2;pix;Entregue;Salvador
1522;Cliente_2202;Churrasco Grill;Hamburguer;04-15-2024;38.27;8.67;0.0;3;Dinheiro;Em preparo;Belo Horizonte
1523;Cliente_852;Churrasco Grill;Hamburguer;13/06/2024;137.09;3.79;10.0;2;Cartão Crédito;Em preparo;Curitiba
1524;Cliente_686;   - Tropical;Açai;24/12/2024;136.8;10.14;0.0;2;pix;Em preparo;São Paulo
1525;Cliente_1644;Pastel & Cia;Hamburguer;03/03/2024;66.59;8.72;0.0;3;Cartão Crédito;Em preparo;Belo Horizonte
1526;Cliente_1312;Tempero Caseiro;Japonesa;19/04/2024;123.03;6.59;0.0;1;Cartão Crédito;Entregue;São Paulo
1527;Cliente_2688;Pizza_Mania;Churrasco;08/10/2024;131.21;9.94;5.0;1;pix;Entregue;Salvador
1528;Cliente_2418;Pizza_Mania;Pizza;18/02/2024;94.31;9.38;0.0;1;Dinheiro;Cancelado;Salvador
1529;Cliente_2222;Burger House;Pizza;05/11/2024;49.15;3.33;5.0;2;Dinheiro;Cancelado;Curitiba
1530;Cliente_42;Burger House;Churrasco;03/06/2024;98.42;6.22;10.0;3;Cartão Crédito;Entregue;Salvador
1531;Cliente_1835;Pizza_Mania;Hamburguer;28/10/2024;72.7;3.42;5.0;2;Cartão Crédito;Cancelado;Belo Horizonte
1532;Cliente_2113;Churrasco Grill;Churrasco;26/09/2024;107.51;13.99;10.0;3;Cartão Crédito;Cancelado;Salvador
1533;Cliente_1492;Pastel & Cia;Brasileira;23/01/2024;83.66;13.07;5.0;3;Pix;Entregue;Curitiba
1534;Cliente_138;Churrasco Grill;Hamburguer;30/10/2024;116.51;8.36;5.0;3;Cartão Crédito;Cancelado;Salvador
1535;Cliente_1507;Pastel & Cia;Hamburguer;14/09/2024;93.24;13.82;5.0;1;Dinheiro;Cancelado;Rio de Janeiro
1536;Cliente_2969;Sushi Express;Hamburguer;04-15-2024;103.14;9.4;5.0;3;Cartão Crédito;Em preparo;Belo Horizonte
1537;Cliente_1103;Burger House;Pizza;14/02/2024;136.33;3.78;;2;pix;Cancelado;Salvador
1538;Cliente_577;Sushi Express;Salgados;10/01/2024;32.53;14.26;;1;Cartão Crédito;Entregue;Salvador
1539;Cliente_1639;Churrasco Grill;Pizza;28/05/2024;28.07;6.73;;1;pix;Em preparo;São Paulo
1540;Cliente_2138;Sushi Express;Açai;14/01/2024;50.66;3.33;0.0;4;Pix;Em preparo;Rio de Janeiro
1541;Cliente_992;Burger House;Pizza;31/08/2024;134.51;8.64;10.0;4;Dinheiro;Entregue;Curitiba
1542;Cliente_649;Sushi Express;Italiana;16/04/2024;69.85;5.1;;1;pix;Entregue;Curitiba
1543;Cliente_1011;Tempero Caseiro;Churrasco;10/07/2024;23.18;7.34;0.0;1;Cartão Crédito;Em preparo;Salvador
1544;Cliente_2743;   - Tropical;Hamburguer;15/05/2024;41.6;8.69;10.0;3;pix;Cancelado;Salvador
1545;Cliente_476;   - Tropical;Japonesa;12-17-2024;35.63;11.16;5.0;3;Dinheiro;Cancelado;Salvador
1546;Cliente_1876;Cantina Italiana;Salgados;23/02/2024;20.61;7.13;;3;Pix;Saiu para entrega;São Paulo
1547;Cliente_1903;Tempero Caseiro;Brasileira;28/10/2024;46.09;8.34;0.0;1;Pix;Saiu para entrega;Curitiba
1548;Cliente_369;Burger House;Italiana;11/09/2024;30.78;4.39;0.0;2;Dinheiro;Entregue;Rio de Janeiro
1549;Cliente_1870;   - Tropical;Hamburguer;13/07/2024;69.73;7.98;10.0;4;pix;Em preparo;Salvador
1550;Cliente_2878;Pastel & Cia;Pizza;16/10/2024;30.09;8.95;;2;Cartão Crédito;Entregue;Rio de Janeiro
1551;Cliente_527;Tempero Caseiro;Açai;17/09/2024;117.08;13.91;;3;Cartao Debito;Em preparo;Salvador
1552;Cliente_2470;Tempero Caseiro;Açai;15/02/2024;23.58;4.09;10.0;2;Cartão Crédito;Saiu para entrega;Rio de Janeiro
1553;Cliente_1097;Churrasco Grill;Hamburguer;04-23-2024;143.33;10.65;5.0;2;pix;Em preparo;São Paulo
1554;Cliente_1905;Pizza_Mania;Salgados;04/04/2024;69.32;8.22;10.0;2;Dinheiro;Cancelado;Salvador
1555;Cliente_841;Pastel & Cia;Hamburguer;08-15-2024;42.13;9.73;;2;Pix;Saiu para entrega;Rio de Janeiro
1556;Cliente_572;Sushi Express;Salgados;23/02/2024;47.06;10.13;10.0;2;pix;Em preparo;Rio de Janeiro
1557;Cliente_1124;Sushi Express;Hamburguer;01/09/2024;57.61;13.76;10.0;3;Cartao Debito;Entregue;Rio de Janeiro
1558;Cliente_1562;Churrasco Grill;Açai;31/07/2024;126.57;14.36;10.0;4;pix;Saiu para entrega;Rio de Janeiro
1559;Cliente_1207;Cantina Italiana;Italiana;02/09/2024;120.57;3.08;0.0;2;Dinheiro;Em preparo;Curitiba
1560;Cliente_1775;Pastel & Cia;Japonesa;03/10/2024;69.0;13.91;0.0;1;pix;Saiu para entrega;Curitiba
1561;Cliente_1312;   - Tropical;Japonesa;08/02/2024;26.67;4.51;5.0;3;Cartão Crédito;Em preparo;Belo Horizonte
1562;Cliente_1597;Cantina Italiana;Churrasco;24/09/2024;26.09;4.95;5.0;3;Cartão Crédito;Em preparo;São Paulo
1563;Cliente_1378;Pastel & Cia;Pizza;12/04/2024;147.7;14.02;;2;pix;Saiu para entrega;Curitiba
1564;Cliente_2342;Pastel & Cia;Açai;28/01/2024;77.15;14.58;10.0;2;Cartao Debito;Em preparo;Curitiba
1565;Cliente_321;Churrasco Grill;Brasileira;28/01/2024;45.26;9.11;0.0;3;Dinheiro;Saiu para entrega;Curitiba
1566;Cliente_2802;Pizza_Mania;Hamburguer;01-16-2024;131.24;5.66;5.0;1;Cartao Debito;Em preparo;Salvador
1567;Cliente_36;Pastel & Cia;Hamburguer;16/12/2024;55.27;5.68;5.0;2;Cartão Crédito;Cancelado;Belo Horizonte
1568;Cliente_54;Pastel & Cia;Hamburguer;05/07/2024;41.36;6.1;5.0;4;Pix;Em preparo;Belo Horizonte
1569;Cliente_2439;Cantina Italiana;Hamburguer;12/01/2024;133.08;5.26;10.0;1;pix;Saiu para entrega;Belo Horizonte
1570;Cliente_1781;Pastel & Cia;Salgados;22/01/2024;30.35;11.58;;1;Cartao Debito;Cancelado;Rio de Janeiro
1571;Cliente_1190;Sushi Express;Hamburguer;09-25-2024;91.91;3.09;;3;Cartao Debito;Cancelado;Rio de Janeiro
1572;Cliente_1671;Pizza_Mania;Salgados;11/12/2024;61.36;3.26;;4;Cartão Crédito;Entregue;Salvador
1573;Cliente_2891;Burger House;Japonesa;05/11/2024;116.46;7.52;5.0;3;Cartao Debito;Cancelado;Belo Horizonte
1574;Cliente_1146;Burger House;Japonesa;01/06/2024;134.42;10.01;0.0;4;pix;Cancelado;Rio de Janeiro
1575;Cliente_2778;Pastel & Cia;Salgados;10/02/2024;63.93;7.88;0.0;2;Dinheiro;Saiu para entrega;Rio de Janeiro
1576;Cliente_1818;Cantina Italiana;Salgados;03/04/2024;135.57;11.89;5.0;1;Dinheiro;Entregue;Salvador
1577;Cliente_1235;Pizza_Mania;Pizza;30/07/2024;39.2;8.09;5.0;1;Cartão Crédito;Cancelado;Belo Horizonte
1578;Cliente_2959;Tempero Caseiro;Italiana;01/09/2024;54.45;11.36;10.0;3;pix;Saiu para entrega;Salvador
1579;Cliente_2087;   - Tropical;Pizza;16/06/2024;105.33;10.26;10.0;1;Dinheiro;Em preparo;Salvador
1580;Cliente_2148;Burger House;Brasileira;07/11/2024;117.18;11.52;5.0;2;Dinheiro;Em preparo;Rio de Janeiro
1581;Cliente_586;Sushi Express;Churrasco;06/05/2024;40.75;9.47;10.0;1;Cartao Debito;Saiu para entrega;Salvador
1582;Cliente_2333;Pastel & Cia;Japonesa;26/02/2024;91.69;5.05;5.0;3;Cartão Crédito;Entregue;São Paulo
1583;Cliente_972;Sushi Express;Salgados;12-26-2024;118.84;13.19;5.0;3;pix;Cancelado;Curitiba
1584;Cliente_383;   - Tropical;Churrasco;18/03/2024;120.79;4.67;0.0;1;Cartao Debito;Entregue;Rio de Janeiro
1585;Cliente_1342;   - Tropical;Italiana;05/11/2024;107.81;6.02;;1;Pix;Saiu para entrega;Curitiba
1586;Cliente_1677;Tempero Caseiro;Salgados;08-20-2024;127.93;15.0;5.0;2;pix;Em preparo;Salvador
1587;Cliente_1905;Cantina Italiana;Japonesa;26/10/2024;41.83;6.35;5.0;3;Cartão Crédito;Cancelado;Rio de Janeiro
1588;Cliente_1141;Tempero Caseiro;Salgados;14/02/2024;28.1;7.75;0.0;3;pix;Saiu para entrega;Rio de Janeiro
1589;Cliente_34;Churrasco Grill;Açai;24/08/2024;70.38;5.68;5.0;2;Cartão Crédito;Em preparo;Curitiba
1590;Cliente_671;Pastel & Cia;Japonesa;09/12/2024;96.97;13.29;5.0;3;pix;Cancelado;Belo Horizonte
1591;Cliente_740;Tempero Caseiro;Japonesa;19/04/2024;131.94;6.23;5.0;1;pix;Cancelado;São Paulo
1592;Cliente_2135;Churrasco Grill;Salgados;04-15-2024;79.86;4.48;10.0;4;Cartao Debito;Saiu para entrega;Salvador
1593;Cliente_2754;Cantina Italiana;Salgados;06/11/2024;128.26;14.16;0.0;2;pix;Em preparo;Curitiba
1594;Cliente_866;Burger House;Brasileira;03/06/2024;111.2;14.68;5.0;2;Dinheiro;Em preparo;São Paulo
1595;Cliente_639;   - Tropical;Churrasco;25/10/2024;142.01;11.86;5.0;2;Cartao Debito;Em preparo;Salvador
1596;Cliente_2998;Sushi Express;Churrasco;17/10/2024;74.96;8.62;0.0;3;Cartão Crédito;Em preparo;São Paulo
1597;Cliente_847;Burger House;Pizza;05/05/2024;137.46;12.05;5.0;3;Cartão Crédito;Em preparo;Rio de Janeiro
1598;Cliente_2684;Cantina Italiana;Hamburguer;02/07/2024;72.0;3.47;10.0;4;Pix;Cancelado;São Paulo
1599;Cliente_2547;Cantina Italiana;Churrasco;03-18-2024;70.45;9.43;10.0;3;pix;Em preparo;São Paulo
1600;Cliente_1600;Cantina Italiana;Italiana;03/05/2024;118.62;9.68;0.0;1;Cartão Crédito;Cancelado;Belo Horizonte
1601;Cliente_1760;Sushi Express;Churrasco;10/03/2024;52.18;7.06;10.0;3;pix;Entregue;Rio de Janeiro
1602;Cliente_544;Tempero Caseiro;Brasileira;10/01/2024;21.76;4.95;0.0;2;Pix;Cancelado;Salvador
1603;Cliente_1501;Cantina Italiana;Brasileira;09/11/2024;133.92;11.63;5.0;3;Cartao Debito;Em preparo;Rio de Janeiro
1604;Cliente_1834;Cantina Italiana;Hamburguer;01/05/2024;61.44;14.99;10.0;3;Pix;Entregue;Rio de Janeiro
1605;Cliente_2945;Churrasco Grill;Italiana;02-15-2024;118.03;12.54;0.0;2;Dinheiro;Saiu para entrega;Salvador
1606;Cliente_1315;Tempero Caseiro;Brasileira;24/06/2024;103.63;6.15;0.0;2;Pix;Cancelado;Salvador
1607;Cliente_629;Tempero Caseiro;Brasileira;11/08/2024;57.43;12.18;10.0;3;Cartão Crédito;Saiu para entrega;Rio de Janeiro
1608;Cliente_156;Cantina Italiana;Japonesa;28/04/2024;125.83;6.96;0.0;2;Pix;Em preparo;Rio de Janeiro
1609;Cliente_658;Pastel & Cia;Salgados;11/07/2024;57.08;8.73;0.0;2;Pix;Cancelado;São Paulo
1610;Cliente_2104;Cantina Italiana;Brasileira;28/02/2024;80.6;7.92;5.0;4;Cartão Crédito;Saiu para entrega;São Paulo
1611;Cliente_1147;Cantina Italiana;Hamburguer;23/01/2024;29.48;7.33;;3;Pix;Saiu para entrega;Curitiba
1612;Cliente_2658;Churrasco Grill;Brasileira;22/10/2024;84.47;8.42;;2;pix;Em preparo;Salvador
1613;Cliente_284;   - Tropical;Italiana;30/09/2024;144.35;11.3;5.0;3;Cartao Debito;Em preparo;Curitiba
1614;Cliente_1423;Tempero Caseiro;Churrasco;22/09/2024;140.85;13.84;;3;Dinheiro;Cancelado;Belo Horizonte
1615;Cliente_1672;Pastel & Cia;Açai;09/03/2024;75.78;10.73;10.0;2;Pix;Cancelado;São Paulo
1616;Cliente_1973;Cantina Italiana;Hamburguer;28/05/2024;147.7;9.38;10.0;3;Cartão Crédito;Entregue;Salvador
1617;Cliente_1238;Sushi Express;Pizza;26/08/2024;88.71;4.39;;2;Dinheiro;Entregue;São Paulo
1618;Cliente_692;Sushi Express;Churrasco;02/05/2024;53.05;5.94;10.0;2;Cartao Debito;Em preparo;Belo Horizonte
1619;Cliente_363;Pizza_Mania;Brasileira;03/06/2024;142.94;9.94;0.0;3;Pix;Cancelado;Curitiba
1620;Cliente_2371;Churrasco Grill;Italiana;18/08/2024;122.87;7.6;;3;Cartão Crédito;Saiu para entrega;Salvador
1621;Cliente_474;Pastel & Cia;Brasileira;02-27-2024;127.61;10.31;10.0;3;pix;Cancelado;Salvador
1622;Cliente_1275;Sushi Express;Pizza;27/03/2024;26.15;11.78;10.0;1;Cartao Debito;Em preparo;Salvador
1623;Cliente_766;Pastel & Cia;Hamburguer;21/02/2024;49.11;4.51;5.0;1;pix;Cancelado;Curitiba
1624;Cliente_778;Burger House;Salgados;11/10/2024;39.32;5.99;10.0;4;Pix;Entregue;Salvador
1625;Cliente_111;Sushi Express;Italiana;22/08/2024;24.85;6.56;5.0;1;pix;Entregue;Rio de Janeiro
1626;Cliente_920;Tempero Caseiro;Churrasco;04/11/2024;27.56;3.68;;4;Dinheiro;Em preparo;Salvador
1627;Cliente_949;Cantina Italiana;Churrasco;03/05/2024;111.78;12.9;5.0;2;Pix;Entregue;Belo Horizonte
1628;Cliente_1560;Sushi Express;Brasileira;06-17-2024;121.49;5.73;10.0;3;Dinheiro;Em preparo;Curitiba
1629;Cliente_2777;Burger House;Japonesa;11/01/2024;37.03;6.34;0.0;2;pix;Saiu para entrega;Curitiba
1630;Cliente_797;Pastel & Cia;Açai;05/04/2024;136.57;7.87;5.0;1;Cartão Crédito;Em preparo;Curitiba
1631;Cliente_404;Pizza_Mania;Pizza;01/02/2024;135.42;9.5;;2;pix;Entregue;São Paulo
1632;Cliente_2086;Tempero Caseiro;Churrasco;12-26-2024;70.94;14.2;5.0;3;Pix;Saiu para entrega;Rio de Janeiro
1633;Cliente_367;Cantina Italiana;Brasileira;07/08/2024;105.8;6.18;0.0;3;pix;Entregue;Rio de Janeiro
1634;Cliente_2677;Burger House;Italiana;12/06/2024;20.6;9.91;5.0;2;Cartão Crédito;Saiu para entrega;São Paulo
1635;Cliente_1463;   - Tropical;Churrasco;18/06/2024;33.27;7.95;;2;Dinheiro;Cancelado;Salvador
1636;Cliente_1087;   - Tropical;Hamburguer;03/02/2024;132.63;10.32;;3;Cartao Debito;Cancelado;São Paulo
1637;Cliente_2791;Sushi Express;Brasileira;11-17-2024;58.94;8.08;10.0;3;Dinheiro;Cancelado;Rio de Janeiro
1638;Cliente_1263;Tempero Caseiro;Açai;30/03/2024;144.96;8.12;0.0;2;Cartão Crédito;Entregue;Rio de Janeiro
1639;Cliente_2248;   - Tropical;Açai;11-16-2024;114.01;11.31;0.0;3;Pix;Cancelado;Salvador
1640;Cliente_835;Cantina Italiana;Churrasco;29/03/2024;24.8;8.92;5.0;3;pix;Cancelado;São Paulo
1641;Cliente_2812;Cantina Italiana;Hamburguer;30/05/2024;38.31;4.02;0.0;3;Cartao Debito;Saiu para entrega;Rio de Janeiro
1642;Cliente_199;Churrasco Grill;Japonesa;12/10/2024;73.46;3.61;10.0;4;Cartão Crédito;Cancelado;Salvador
1643;Cliente_1130;Burger House;Japonesa;30/07/2024;35.21;9.61;;4;Dinheiro;Em preparo;Belo Horizonte
1644;Cliente_2424;Cantina Italiana;Japonesa;01/03/2024;87.96;14.5;0.0;3;Cartao Debito;Saiu para entrega;Curitiba
1645;Cliente_496;Cantina Italiana;Churrasco;20/03/2024;135.57;8.14;;3;pix;Em preparo;Curitiba
1646;Cliente_1923;Tempero Caseiro;Japonesa;06/06/2024;64.42;9.61;10.0;1;Pix;Cancelado;Curitiba
1647;Cliente_487;Tempero Caseiro;Brasileira;01-17-2024;80.55;11.17;;3;Pix;Entregue;Salvador
1648;Cliente_2580;Burger House;Churrasco;13/01/2024;108.4;9.16;10.0;4;Dinheiro;Entregue;São Paulo
1649;Cliente_1444;Churrasco Grill;Salgados;25/01/2024;145.95;13.66;0.0;3;Pix;Entregue;Rio de Janeiro
1650;Cliente_42;   - Tropical;Churrasco;09-20-2024;93.77;12.66;10.0;1;pix;Em preparo;Salvador
1651;Cliente_750;Churrasco Grill;Hamburguer;11/06/2024;65.37;4.75;0.0;3;Pix;Em preparo;Rio de Janeiro
1652;Cliente_1770;Burger House;Italiana;18/03/2024;51.54;7.75;;3;Pix;Cancelado;Curitiba
1653;Cliente_2471;Churrasco Grill;Salgados;05/10/2024;135.58;6.46;10.0;2;pix;Em preparo;Rio de Janeiro
1654;Cliente_2387;Cantina Italiana;Japonesa;11-16-2024;122.75;13.16;5.0;3;Pix;Entregue;Curitiba
1655;Cliente_2958;Churrasco Grill;Churrasco;22/05/2024;147.8;6.24;;3;Pix;Entregue;Salvador
1656;Cliente_1229;Tempero Caseiro;Salgados;02/05/2024;132.59;10.14;0.0;4;pix;Cancelado;Rio de Janeiro
1657;Cliente_300;Churrasco Grill;Churrasco;11/01/2024;78.84;12.01;0.0;2;Cartao Debito;Cancelado;Curitiba
1658;Cliente_526;   - Tropical;Italiana;22/04/2024;44.01;10.1;5.0;3;Dinheiro;Saiu para entrega;Salvador
1659;Cliente_1986;Sushi Express;Pizza;20/06/2024;118.38;11.27;;3;pix;Entregue;Rio de Janeiro
1660;Cliente_1893;Burger House;Salgados;24/01/2024;70.71;6.15;;4;Cartao Debito;Em preparo;Rio de Janeiro
1661;Cliente_521;Sushi Express;Churrasco;03/06/2024;105.46;6.96;5.0;2;pix;Em preparo;São Paulo
1662;Cliente_2088;Pastel & Cia;Açai;04-30-2024;119.63;12.83;10.0;2;Cartão Crédito;Saiu para entrega;Salvador
1663;Cliente_1567;Tempero Caseiro;Salgados;14/04/2024;27.47;6.19;0.0;3;pix;Cancelado;São Paulo
1664;Cliente_1814;   - Tropical;Brasileira;02/06/2024;41.91;3.11;;2;Dinheiro;Em preparo;Salvador
1665;Cliente_252;   - Tropical;Hamburguer;11/04/2024;96.3;3.61;10.0;1;pix;Em preparo;São Paulo
1666;Cliente_2185;Sushi Express;Japonesa;18/12/2024;61.15;10.12;5.0;1;Cartão Crédito;Saiu para entrega;Curitiba
1667;Cliente_438;Burger House;Hamburguer;08/04/2024;21.0;10.75;0.0;3;Dinheiro;Cancelado;Curitiba
